time,height,velocity,acceleration,aerodrag
 6.450,186.974,62.171,11.753,11579.759
 6.460,187.596,62.289,11.760,11622.743
 6.470,188.219,62.406,11.768,11665.831
 6.480,188.844,62.524,11.775,11709.021
 6.490,189.470,62.642,11.783,11752.315
 6.500,190.097,62.760,11.790,11795.712
 6.510,190.725,62.878,11.798,11839.213
 6.520,191.355,62.996,11.805,11882.817
 6.530,191.985,63.114,11.813,11926.525
 6.540,192.617,63.232,11.821,11970.338
 6.550,193.250,63.350,11.828,12014.254
 6.560,193.884,63.468,11.836,12058.274
 6.570,194.519,63.587,11.843,12102.399
 6.580,195.156,63.705,11.851,12146.629
 6.590,195.793,63.824,11.858,12190.963
 6.600,196.432,63.942,11.866,12235.401
 6.610,197.072,64.061,11.874,12279.945
 6.620,197.713,64.180,11.881,12324.594
 6.630,198.356,64.299,11.889,12369.348
 6.640,198.999,64.418,11.897,12414.207
 6.650,199.644,64.537,11.904,12459.172
 6.660,200.290,64.656,11.912,12504.242
 6.670,200.937,64.775,11.919,12549.418
 6.680,201.585,64.894,11.927,12594.700
 6.690,202.235,65.013,11.935,12640.088
 6.700,202.886,65.133,11.942,12685.582
 6.710,203.538,65.252,11.950,12731.182
 6.720,204.191,65.372,11.958,12776.889
 6.730,204.845,65.491,11.965,12822.702
 6.740,205.501,65.611,11.973,12868.622
 6.750,206.157,65.731,11.981,12914.649
 6.760,206.815,65.851,11.988,12960.783
 6.770,207.474,65.971,11.996,13007.024
 6.780,208.135,66.091,12.004,13053.372
 6.790,208.796,66.211,12.012,13099.828
 6.800,209.459,66.331,12.019,13146.391
 6.810,210.123,66.451,12.027,13193.062
 6.820,210.788,66.571,12.035,13239.841
 6.830,211.454,66.692,12.042,13286.727
 6.840,212.122,66.812,12.050,13333.722
 6.850,212.790,66.933,12.058,13380.825
 6.860,213.460,67.053,12.066,13428.036
 6.870,214.132,67.174,12.073,13475.356
 6.880,214.804,67.295,12.081,13522.785
 6.890,215.477,67.416,12.089,13570.322
 6.900,216.152,67.537,12.097,13617.968
 6.910,216.828,67.658,12.104,13665.723
 6.920,217.505,67.779,12.112,13713.588
 6.930,218.184,67.900,12.120,13761.562
 6.940,218.863,68.021,12.128,13809.645
 6.950,219.544,68.143,12.135,13857.838
 6.960,220.226,68.264,12.143,13906.141
 6.970,220.909,68.385,12.151,13954.554
 6.980,221.594,68.507,12.159,14003.076
 6.990,222.280,68.629,12.167,14051.709
 7.000,222.966,68.750,12.175,14100.453
 7.010,223.655,68.872,12.182,14149.306
 7.020,224.344,68.994,12.190,14198.271
 7.030,225.034,69.116,12.198,14247.346
 7.040,225.726,69.238,12.206,14296.532
 7.050,226.419,69.360,12.214,14345.829
 7.060,227.113,69.482,12.221,14395.238
 7.070,227.809,69.604,12.229,14444.757
 7.080,228.506,69.727,12.237,14494.388
 7.090,229.203,69.849,12.245,14544.131
 7.100,229.902,69.972,12.253,14593.986
 7.110,230.603,70.094,12.261,14643.952
 7.120,231.304,70.217,12.269,14694.031
 7.130,232.007,70.340,12.277,14744.222
 7.140,232.711,70.462,12.284,14794.525
 7.150,233.416,70.585,12.292,14844.940
 7.160,234.123,70.708,12.300,14895.468
 7.170,234.831,70.831,12.308,14946.109
 7.180,235.539,70.954,12.316,14996.863
 7.190,236.250,71.078,12.324,15047.730
 7.200,236.961,71.201,12.332,15098.710
 7.210,237.674,71.324,12.340,15149.803
 7.220,238.388,71.448,12.348,15201.010
 7.230,239.103,71.571,12.356,15252.331
 7.240,239.819,71.695,12.364,15303.765
 7.250,240.537,71.818,12.372,15355.314
 7.260,241.255,71.942,12.380,15406.976
 7.270,241.975,72.066,12.387,15458.752
 7.280,242.697,72.190,12.395,15510.643
 7.290,243.419,72.314,12.403,15562.649
 7.300,244.143,72.438,12.411,15614.769
 7.310,244.868,72.562,12.419,15667.003
 7.320,245.594,72.686,12.427,15719.353
 7.330,246.322,72.811,12.435,15771.818
 7.340,247.050,72.935,12.443,15824.398
 7.350,247.780,73.060,12.451,15877.093
 7.360,248.512,73.184,12.459,15929.904
 7.370,249.244,73.309,12.467,15982.831
 7.380,249.978,73.434,12.475,16035.873
 7.390,250.713,73.558,12.483,16089.032
 7.400,251.449,73.683,12.491,16142.306
 7.410,252.186,73.808,12.499,16195.697
 7.420,252.925,73.933,12.508,16249.204
 7.430,253.665,74.058,12.516,16302.827
 7.440,254.406,74.183,12.524,16356.568
 7.450,255.149,74.309,12.532,16410.425
 7.460,255.892,74.434,12.540,16464.399
 7.470,256.637,74.560,12.548,16518.490
 7.480,257.384,74.685,12.556,16572.699
 7.490,258.131,74.811,12.564,16627.025
 7.500,258.880,74.936,12.572,16681.468
 7.510,259.630,75.062,12.580,16736.029
 7.520,260.381,75.188,12.588,16790.708
 7.530,261.134,75.314,12.596,16845.505
 7.540,261.887,75.440,12.604,16900.421
 7.550,262.642,75.566,12.613,16955.454
 7.560,263.399,75.692,12.621,17010.606
 7.570,264.156,75.818,12.629,17065.877
 7.580,264.915,75.945,12.637,17121.266
 7.590,265.675,76.071,12.645,17176.774
 7.600,266.436,76.198,12.653,17232.402
 7.610,267.199,76.324,12.661,17288.148
 7.620,267.963,76.451,12.670,17344.014
 7.630,268.728,76.578,12.678,17399.999
 7.640,269.495,76.704,12.686,17456.104
 7.650,270.262,76.831,12.694,17512.329
 7.660,271.031,76.958,12.702,17568.674
 7.670,271.801,77.085,12.710,17625.138
 7.680,272.573,77.212,12.719,17681.723
 7.690,273.346,77.340,12.727,17738.429
 7.700,274.120,77.467,12.735,17795.255
 7.710,274.895,77.594,12.743,17852.201
 7.720,275.672,77.722,12.751,17909.269
 7.730,276.449,77.849,12.760,17966.457
 7.740,277.229,77.977,12.768,18023.767
 7.750,278.009,78.105,12.776,18081.198
 7.760,278.791,78.233,12.784,18138.750
 7.770,279.574,78.360,12.793,18196.424
 7.780,280.358,78.488,12.801,18254.219
 7.790,281.143,78.617,12.809,18312.137
 7.800,281.930,78.745,12.817,18370.176
 7.810,282.718,78.873,12.826,18428.338
 7.820,283.508,79.001,12.834,18486.622
 7.830,284.298,79.130,12.842,18545.029
 7.840,285.090,79.258,12.850,18603.558
 7.850,285.883,79.387,12.859,18662.210
 7.860,286.678,79.515,12.867,18720.985
 7.870,287.474,79.644,12.875,18779.883
 7.880,288.271,79.773,12.884,18838.904
 7.890,289.069,79.902,12.892,18898.049
 7.900,289.869,80.031,12.900,18957.317
 7.910,290.670,80.160,12.909,19016.709
 7.920,291.472,80.289,12.917,19076.225
 7.930,292.276,80.418,12.925,19135.864
 7.940,293.080,80.547,12.934,19195.628
 7.950,293.887,80.677,12.942,19255.517
 7.960,294.694,80.806,12.950,19315.529
 7.970,295.503,80.936,12.959,19375.667
 7.980,296.313,81.065,12.967,19435.929
 7.990,297.124,81.195,12.975,19496.316
 8.000,297.937,81.325,12.984,19556.828
 8.010,298.750,81.455,12.992,19617.465
 8.020,299.566,81.585,13.000,19678.228
 8.030,300.382,81.715,13.009,19739.116
 8.040,301.200,81.845,13.017,19800.130
 8.050,302.019,81.975,13.026,19861.270
 8.060,302.839,82.105,13.034,19922.536
 8.070,303.661,82.236,13.042,19983.928
 8.080,304.484,82.366,13.051,20045.446
 8.090,305.308,82.497,13.059,20107.091
 8.100,306.134,82.627,13.068,20168.862
 8.110,306.961,82.758,13.076,20230.760
 8.120,307.789,82.889,13.085,20292.785
 8.130,308.619,83.020,13.093,20354.937
 8.140,309.450,83.151,13.102,20417.217
 8.150,310.282,83.282,13.110,20479.623
 8.160,311.115,83.413,13.118,20542.158
 8.170,311.950,83.544,13.127,20604.820
 8.180,312.786,83.675,13.135,20667.609
 8.190,313.624,83.807,13.144,20730.527
 8.200,314.462,83.938,13.152,20793.573
 8.210,315.302,84.070,13.161,20856.748
 8.220,316.144,84.201,13.169,20920.050
 8.230,316.986,84.333,13.178,20983.482
 8.240,317.830,84.465,13.186,21047.042
 8.250,318.676,84.597,13.195,21110.731
 8.260,319.522,84.729,13.204,21174.549
 8.270,320.370,84.861,13.212,21238.497
 8.280,321.219,84.993,13.221,21302.574
 8.290,322.070,85.125,13.229,21366.780
 8.300,322.922,85.258,13.238,21431.117
 8.310,323.775,85.390,13.246,21495.583
 8.320,324.630,85.523,13.255,21560.179
 8.330,325.486,85.655,13.263,21624.905
 8.340,326.343,85.788,13.272,21689.762
 8.350,327.201,85.921,13.281,21754.749
 8.360,328.061,86.054,13.289,21819.867
 8.370,328.923,86.187,13.298,21885.115
 8.380,329.785,86.320,13.306,21950.495
 8.390,330.649,86.453,13.315,22016.006
 8.400,331.514,86.586,13.324,22081.648
 8.410,332.381,86.719,13.332,22147.422
 8.420,333.248,86.852,13.341,22213.327
 8.430,334.118,86.986,13.349,22279.364
 8.440,334.988,87.119,13.358,22345.533
 8.450,335.860,87.253,13.367,22411.833
 8.460,336.733,87.387,13.375,22478.267
 8.470,337.608,87.521,13.384,22544.832
 8.480,338.484,87.654,13.393,22611.530
 8.490,339.361,87.788,13.401,22678.361
 8.500,340.239,87.923,13.410,22745.325
 8.510,341.119,88.057,13.419,22812.422
 8.520,342.001,88.191,13.427,22879.652
 8.530,342.883,88.325,13.436,22947.015
 8.540,343.767,88.460,13.445,23014.512
 8.550,344.652,88.594,13.454,23082.143
 8.560,345.539,88.729,13.462,23149.907
 8.570,346.427,88.863,13.471,23217.806
 8.580,347.316,88.998,13.480,23285.838
 8.590,348.207,89.133,13.488,23354.005
 8.600,349.099,89.268,13.497,23422.306
 8.610,349.992,89.403,13.506,23490.742
 8.620,350.887,89.538,13.515,23559.313
 8.630,351.783,89.673,13.523,23628.019
 8.640,352.680,89.808,13.532,23696.860
 8.650,353.579,89.944,13.541,23765.836
 8.660,354.479,90.079,13.550,23834.948
 8.670,355.381,90.215,13.559,23904.195
 8.680,356.284,90.350,13.567,23973.578
 8.690,357.188,90.486,13.576,24043.097
 8.700,358.093,90.622,13.585,24112.752
 8.710,359.000,90.758,13.594,24182.543
 8.720,359.908,90.894,13.603,24252.471
 8.730,360.818,91.030,13.611,24322.535
 8.740,361.729,91.166,13.620,24392.736
 8.750,362.641,91.302,13.629,24463.073
 8.760,363.555,91.439,13.638,24533.548
 8.770,364.470,91.575,13.647,24604.161
 8.780,365.387,91.712,13.656,24674.910
 8.790,366.304,91.848,13.664,24745.797
 8.800,367.224,91.985,13.673,24816.822
 8.810,368.144,92.122,13.682,24887.984
 8.820,369.066,92.259,13.691,24959.285
 8.830,369.989,92.395,13.700,25030.724
 8.840,370.914,92.533,13.709,25102.301
 8.850,371.840,92.670,13.718,25174.017
 8.860,372.767,92.807,13.727,25245.871
 8.870,373.696,92.944,13.736,25317.865
 8.880,374.626,93.082,13.745,25389.997
 8.890,375.558,93.219,13.753,25462.268
 8.900,376.491,93.357,13.762,25534.679
 8.910,377.425,93.494,13.771,25607.229
 8.920,378.360,93.632,13.780,25679.919
 8.930,379.297,93.770,13.789,25752.749
 8.940,380.236,93.908,13.798,25825.719
 8.950,381.176,94.046,13.807,25898.829
 8.960,382.117,94.184,13.816,25972.079
 8.970,383.059,94.322,13.825,26045.470
 8.980,384.003,94.461,13.834,26119.001
 8.990,384.949,94.599,13.843,26192.673
 9.000,385.895,94.737,13.852,26266.487
 9.010,386.843,94.876,13.861,26340.441
 9.020,387.793,95.015,13.870,26414.537
 9.030,388.744,95.153,13.879,26488.774
 9.040,389.696,95.292,13.888,26563.153
 9.050,390.649,95.431,13.897,26637.673
 9.060,391.604,95.570,13.906,26712.336
 9.070,392.561,95.709,13.915,26787.140
 9.080,393.519,95.848,13.924,26862.087
 9.090,394.478,95.988,13.933,26937.177
 9.100,395.438,96.127,13.942,27012.409
 9.110,396.400,96.267,13.951,27087.784
 9.120,397.364,96.406,13.961,27163.302
 9.130,398.328,96.546,13.970,27238.963
 9.140,399.295,96.686,13.979,27314.767
 9.150,400.262,96.825,13.988,27390.715
 9.160,401.231,96.965,13.997,27466.807
 9.170,402.201,97.105,14.006,27543.042
 9.180,403.173,97.245,14.015,27619.421
 9.190,404.146,97.386,14.024,27695.945
 9.200,405.121,97.526,14.033,27772.612
 9.210,406.097,97.666,14.043,27849.424
 9.220,407.074,97.807,14.052,27926.381
 9.230,408.053,97.947,14.061,28003.483
 9.240,409.033,98.088,14.070,28080.730
 9.250,410.015,98.229,14.079,28158.121
 9.260,410.998,98.370,14.088,28235.658
 9.270,411.982,98.510,14.098,28313.341
 9.280,412.968,98.651,14.107,28391.169
 9.290,413.955,98.793,14.116,28469.143
 9.300,414.944,98.934,14.125,28547.263
 9.310,415.934,99.075,14.134,28625.529
 9.320,416.925,99.216,14.144,28703.942
 9.330,417.918,99.358,14.153,28782.501
 9.340,418.912,99.500,14.162,28861.206
 9.350,419.908,99.641,14.171,28940.059
 9.360,420.905,99.783,14.180,29019.058
 9.370,421.904,99.925,14.190,29098.205
 9.380,422.904,100.067,14.199,29177.499
 9.390,423.905,100.209,14.208,29256.941
 9.400,424.908,100.351,14.217,29336.530
 9.410,425.912,100.493,14.227,29416.267
 9.420,426.918,100.635,14.236,29496.152
 9.430,427.925,100.778,14.245,29576.185
 9.440,428.933,100.920,14.255,29656.367
 9.450,429.943,101.063,14.264,29736.697
 9.460,430.955,101.206,14.273,29817.176
 9.470,431.967,101.348,14.283,29897.803
 9.480,432.982,101.491,14.292,29978.580
 9.490,433.997,101.634,14.301,30059.506
 9.500,435.014,101.777,14.311,30140.581
 9.510,436.033,101.920,14.320,30221.806
 9.520,437.053,102.064,14.329,30303.181
 9.530,438.074,102.207,14.339,30384.705
 9.540,439.097,102.350,14.348,30466.380
 9.550,440.121,102.494,14.357,30548.205
 9.560,441.147,102.638,14.367,30630.180
 9.570,442.174,102.781,14.376,30712.306
 9.580,443.202,102.925,14.385,30794.583
 9.590,444.232,103.069,14.395,30877.010
 9.600,445.264,103.213,14.404,30959.589
 9.610,446.297,103.357,14.414,31042.319
 9.620,447.331,103.501,14.423,31125.200
 9.630,448.367,103.646,14.433,31208.233
 9.640,449.404,103.790,14.442,31291.418
 9.650,450.442,103.934,14.451,31374.754
 9.660,451.483,104.079,14.461,31458.243
 9.670,452.524,104.224,14.470,31541.884
 9.680,453.567,104.368,14.480,31625.678
 9.690,454.611,104.513,14.489,31709.624
 9.700,455.657,104.658,14.499,31793.723
 9.710,456.705,104.803,14.508,31877.976
 9.720,457.753,104.948,14.518,31962.381
 9.730,458.804,105.094,14.527,32046.940
 9.740,459.855,105.239,14.537,32131.652
 9.750,460.908,105.384,14.546,32216.518
 9.760,461.963,105.530,14.556,32301.537
 9.770,463.019,105.675,14.565,32386.711
 9.780,464.076,105.821,14.575,32472.039
 9.790,465.135,105.967,14.584,32557.522
 9.800,466.196,106.113,14.594,32643.159
 9.810,467.258,106.259,14.603,32728.950
 9.820,468.321,106.405,14.613,32814.897
 9.830,469.386,106.551,14.623,32900.999
 9.840,470.452,106.697,14.632,32987.256
 9.850,471.520,106.844,14.642,33073.668
 9.860,472.589,106.990,14.651,33160.236
 9.870,473.659,107.137,14.661,33246.960
 9.880,474.732,107.283,14.671,33333.840
 9.890,475.805,107.430,14.680,33420.876
 9.900,476.880,107.577,14.690,33508.068
 9.910,477.957,107.724,14.699,33595.417
 9.920,479.035,107.871,14.709,33682.923
 9.930,480.114,108.018,14.719,33770.585
 9.940,481.195,108.165,14.728,33858.405
 9.950,482.277,108.313,14.738,33946.381
 9.960,483.361,108.460,14.748,34034.515
 9.970,484.447,108.608,14.757,34122.807
 9.980,485.533,108.755,14.767,34211.256
 9.990,486.622,108.903,14.777,34299.863
 10.000,487.711,109.051,14.786,34388.628
 10.010,488.803,109.199,14.796,34477.552
 10.020,489.895,109.347,14.806,34566.634
 10.030,490.990,109.495,14.816,34655.874
 10.040,492.085,109.643,14.825,34745.274
 10.050,493.182,109.791,14.835,34834.832
 10.060,494.281,109.940,14.845,34924.550
 10.070,495.381,110.088,14.854,35014.427
 10.080,496.483,110.237,14.864,35104.463
 10.090,497.586,110.386,14.874,35194.659
 10.100,498.691,110.534,14.884,35285.015
 10.110,499.797,110.683,14.894,35375.531
 10.120,500.904,110.832,14.903,35466.207
 10.130,502.013,110.981,14.913,35557.044
 10.140,503.124,111.130,14.923,35648.041
 10.150,504.236,111.280,14.933,35739.199
 10.160,505.349,111.429,14.942,35830.518
 10.170,506.465,111.579,14.952,35921.998
 10.180,507.581,111.728,14.962,36013.639
 10.190,508.699,111.878,14.972,36105.442
 10.200,509.819,112.028,14.982,36197.406
 10.210,510.940,112.177,14.992,36289.532
 10.220,512.062,112.327,15.002,36381.820
 10.230,513.186,112.477,15.011,36474.271
 10.240,514.312,112.628,15.021,36566.884
 10.250,515.439,112.778,15.031,36659.659
 10.260,516.567,112.928,15.041,36752.597
 10.270,517.697,113.079,15.051,36845.698
 10.280,518.829,113.229,15.061,36938.962
 10.290,519.962,113.380,15.071,37032.390
 10.300,521.096,113.531,15.081,37125.981
 10.310,522.233,113.682,15.091,37219.735
 10.320,523.370,113.832,15.101,37313.654
 10.330,524.509,113.984,15.110,37407.736
 10.340,525.650,114.135,15.120,37501.982
 10.350,526.792,114.286,15.130,37596.393
 10.360,527.935,114.437,15.140,37690.969
 10.370,529.081,114.589,15.150,37785.709
 10.380,530.227,114.740,15.160,37880.614
 10.390,531.375,114.892,15.170,37975.684
 10.400,532.525,115.044,15.180,38070.919
 10.410,533.676,115.196,15.190,38166.320
 10.420,534.829,115.348,15.200,38261.887
 10.430,535.983,115.500,15.210,38357.619
 10.440,537.139,115.652,15.220,38453.518
 10.450,538.296,115.804,15.230,38549.582
 10.460,539.455,115.956,15.240,38645.813
 10.470,540.615,116.109,15.250,38742.210
 10.480,541.777,116.261,15.261,38838.774
 10.490,542.941,116.414,15.271,38935.506
 10.500,544.106,116.567,15.281,39032.404
 10.510,545.272,116.720,15.291,39129.469
 10.520,546.440,116.873,15.301,39226.702
 10.530,547.609,117.026,15.311,39324.103
 10.540,548.780,117.179,15.321,39421.671
 10.550,549.953,117.332,15.331,39519.407
 10.560,551.127,117.485,15.341,39617.312
 10.570,552.303,117.639,15.351,39715.385
 10.580,553.480,117.792,15.362,39813.627
 10.590,554.659,117.946,15.372,39912.037
 10.600,555.839,118.100,15.382,40010.616
 10.610,557.021,118.254,15.392,40109.365
 10.620,558.204,118.408,15.402,40208.282
 10.630,559.389,118.562,15.412,40307.370
 10.640,560.575,118.716,15.422,40406.626
 10.650,561.763,118.870,15.433,40506.053
 10.660,562.952,119.025,15.443,40605.650
 10.670,564.144,119.179,15.453,40705.417
 10.680,565.336,119.334,15.463,40805.354
 10.690,566.530,119.488,15.474,40905.462
 10.700,567.726,119.643,15.484,41005.741
 10.710,568.923,119.798,15.494,41106.191
 10.720,570.122,119.953,15.504,41206.812
 10.730,571.322,120.108,15.514,41307.604
 10.740,572.524,120.263,15.525,41408.568
 10.750,573.727,120.419,15.535,41509.704
 10.760,574.932,120.574,15.545,41611.011
 10.770,576.139,120.730,15.556,41712.490
 10.780,577.347,120.885,15.566,41814.142
 10.790,578.557,121.041,15.576,41915.967
 10.800,579.768,121.197,15.586,42017.964
 10.810,580.980,121.353,15.597,42120.133
 10.820,582.195,121.509,15.607,42222.476
 10.830,583.411,121.665,15.617,42324.992
 10.840,584.628,121.821,15.628,42427.682
 10.850,585.847,121.977,15.638,42530.545
 10.860,587.068,122.134,15.649,42633.581
 10.870,588.290,122.290,15.659,42736.792
 10.880,589.513,122.447,15.669,42840.177
 10.890,590.739,122.604,15.680,42943.736
 10.900,591.966,122.760,15.690,43047.470
 10.910,593.194,122.917,15.700,43151.378
 10.920,594.424,123.074,15.711,43255.462
 10.930,595.655,123.232,15.721,43359.720
 10.940,596.888,123.389,15.732,43464.154
 10.950,598.123,123.546,15.742,43568.763
 10.960,599.359,123.704,15.753,43673.548
 10.970,600.597,123.861,15.763,43778.509
 10.980,601.837,124.019,15.773,43883.646
 10.990,603.078,124.177,15.784,43988.959
 11.000,604.320,124.335,15.794,44094.448
 11.010,605.564,124.493,15.805,44200.114
 11.020,606.810,124.651,15.815,44305.957
 11.030,608.057,124.809,15.826,44411.977
 11.040,609.306,124.967,15.836,44518.174
 11.050,610.557,125.126,15.847,44624.548
 11.060,611.809,125.284,15.857,44731.100
 11.070,613.062,125.443,15.868,44837.830
 11.080,614.318,125.602,15.879,44944.737
 11.090,615.574,125.760,15.889,45051.823
 11.100,616.833,125.919,15.900,45159.087
 11.110,618.093,126.078,15.910,45266.530
 11.120,619.354,126.238,15.921,45374.151
 11.130,620.618,126.397,15.931,45481.951
 11.140,621.882,126.556,15.942,45589.930
 11.150,623.149,126.716,15.953,45698.089
 11.160,624.417,126.875,15.963,45806.427
 11.170,625.686,127.035,15.974,45914.944
 11.180,626.957,127.195,15.984,46023.642
 11.190,628.230,127.355,15.995,46132.519
 11.200,629.504,127.515,16.006,46241.577
 11.210,630.780,127.675,16.016,46350.815
 11.220,632.058,127.835,16.027,46460.234
 11.230,633.337,127.995,16.038,46569.834
 11.240,634.618,128.156,16.048,46679.614
 11.250,635.900,128.316,16.059,46789.576
 11.260,637.184,128.477,16.070,46899.719
 11.270,638.470,128.638,16.080,47010.044
 11.280,639.757,128.799,16.091,47120.550
 11.290,641.046,128.959,16.102,47231.239
 11.300,642.336,129.121,16.113,47342.109
 11.310,643.628,129.282,16.123,47453.162
 11.320,644.922,129.443,16.134,47564.398
 11.330,646.217,129.604,16.145,47675.816
 11.340,647.514,129.766,16.156,47787.417
 11.350,648.812,129.928,16.166,47899.202
 11.360,650.112,130.089,16.177,48011.169
 11.370,651.414,130.251,16.188,48123.320
 11.380,652.717,130.413,16.199,48235.655
 11.390,654.022,130.575,16.209,48348.174
 11.400,655.329,130.737,16.220,48460.877
 11.410,656.637,130.899,16.231,48573.764
 11.420,657.947,131.062,16.242,48686.836
 11.430,659.258,131.224,16.253,48800.092
 11.440,660.571,131.387,16.264,48913.533
 11.450,661.886,131.550,16.274,49027.159
 11.460,663.202,131.712,16.285,49140.971
 11.470,664.520,131.875,16.296,49254.968
 11.480,665.840,132.038,16.307,49369.150
 11.490,667.161,132.201,16.318,49483.519
 11.500,668.484,132.365,16.329,49598.073
 11.510,669.808,132.528,16.340,49712.814
 11.520,671.134,132.691,16.351,49827.741
 11.530,672.462,132.855,16.362,49942.855
 11.540,673.792,133.019,16.373,50058.156
 11.550,675.123,133.182,16.384,50173.643
 11.560,676.455,133.346,16.394,50289.318
 11.570,677.789,133.510,16.405,50405.181
 11.580,679.125,133.674,16.416,50521.231
 11.590,680.463,133.839,16.427,50637.468
 11.600,681.802,134.003,16.438,50753.894
 11.610,683.143,134.167,16.449,50870.508
 11.620,684.486,134.332,16.460,50987.310
 11.630,685.830,134.497,16.471,51104.301
 11.640,687.175,134.661,16.482,51221.481
 11.650,688.523,134.826,16.493,51338.850
 11.660,689.872,134.991,16.504,51456.408
 11.670,691.223,135.156,16.516,51574.155
 11.680,692.575,135.322,16.527,51692.092
 11.690,693.929,135.487,16.538,51810.219
 11.700,695.285,135.652,16.549,51928.536
 11.710,696.642,135.818,16.560,52047.043
 11.720,698.001,135.984,16.571,52165.740
 11.730,699.362,136.149,16.582,52284.628
 11.740,700.724,136.315,16.593,52403.706
 11.750,702.088,136.481,16.604,52522.976
 11.760,703.454,136.647,16.615,52642.437
 11.770,704.821,136.813,16.627,52762.089
 11.780,706.190,136.980,16.638,52881.933
 11.790,707.561,137.146,16.649,53001.968
 11.800,708.933,137.313,16.660,53122.196
 11.810,710.307,137.479,16.671,53242.615
 11.820,711.683,137.646,16.682,53363.228
 11.830,713.060,137.813,16.694,53484.032
 11.840,714.439,137.980,16.705,53605.030
 11.850,715.819,138.147,16.716,53726.220
 11.860,717.202,138.314,16.727,53847.603
 11.870,718.586,138.482,16.738,53969.180
 11.880,719.971,138.649,16.750,54090.951
 11.890,721.359,138.817,16.761,54212.915
 11.900,722.748,138.984,16.772,54335.073
 11.910,724.138,139.152,16.783,54457.426
 11.920,725.531,139.320,16.795,54579.973
 11.930,726.925,139.488,16.806,54702.714
 11.940,728.321,139.656,16.817,54825.650
